"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","InspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","Inspectorate (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","MSOA (code)","LSOA (code)"
21409,"850","Hampshire","","Haven Children's Centre","Children's centre","Children's Centres","Open","","01-08-2004","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Harris Road","","","Gosport","Hampshire","PO13 0UY","http://www.havenchildrenscentre.co.uk/contact/contact.htm","01329-232095","","Julie","Caldwell","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Gosport","Bridgemary South","Gosport","Urban city and town","X999999",458558,103443,"","Gosport 001","Gosport 001D","","","","","","South-East England and South London","","37011826","","E02004741","E01022803"
21431,"850","Hampshire","","Heath Children's Centre","Children's centre","Children's Centres","Open","","25-03-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Readon Close","","","Petersfield","Hampshire","GU32 3JL","http://www.actionforchildren.org.uk/our-services/heath-childrens-centre","01730-269663","","Liz","Morley-Smith","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","East Hampshire","Petersfield St Peters","East Hampshire","Urban city and town","X999999",474798,123264,"","East Hampshire 012","East Hampshire 012F","","","","","","South-East England and South London","","","","E02004708","E01032664"
21508,"850","Hampshire","","Hillside Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","The Crossover Centre","71 Station Road","","Liss","Hampshire","GU33 7AD","","01730-269663","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","East Hampshire","Liss","East Hampshire","Rural town and fringe","X999999",477645,127702,"","East Hampshire 010","East Hampshire 010B","","","","","","South-East England and South London","","","","E02004706","E01022617"
21545,"850","Hampshire","","Honeycomb Children's Centre","Children's centre","Children's Centres","Open","","31-03-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Chiltern Way","","","Basingstoke","Hampshire","RG22 5BB","http://www.actionforchildren.org.uk/our-services/honeycomb-childrens-centre","01256-331574","","Karen","Bamford","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Buckskin","Basingstoke","Urban city and town","X999999",460620,151604,"","Basingstoke and Deane 013","Basingstoke and Deane 013C","","","","","","South-East England and South London","","100062460293","","E02004687","E01022486"
21643,"850","Hampshire","","Keepsake Children's Centre","Children's centre","Children's Centres","Open","","05-02-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Portchester Community Centre","Westlands Grove","Portchester","Fareham","Hampshire","PO16 9AD","http://www.portchestercommunitycentre.btik.com/","01329-841097","","Sarah","Gibbs","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Fareham","Portchester East","Fareham","Urban city and town","X999999",461113,105297,"","Fareham 012","Fareham 012A","","","","","","South-East England and South London","","100062408726","","E02004738","E01022760"
21679,"850","Hampshire","","Reign and Shine Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Kings Worthy Primary School","Church Lane","Kings Worthy","Winchester","Hampshire","SO23 7QS","","01962-889083","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Winchester","The Worthys","Winchester","Rural town and fringe","X999999",449152,132562,"","Winchester 002","Winchester 002D","","","","","","South-East England and South London","","200000186548","","E02004830","E01023239"
21745,"850","Hampshire","","Lanterns Nursery School and Children's Centre","Children's centre","Children's Centres","Open","","22-08-2006","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Bereweeke Road","Winchester","","Winchester","Hampshire","SO22 6AJ","http://www.lanterns.hants.sch.uk/","01962-893602","","Joss","King","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Winchester","St Barnabas","Winchester","Urban city and town","X999999",447449,130435,"","Winchester 005","Winchester 005A","","","","","","South-East England and South London","","100062519480","","E02004833","E01023247"
21796,"850","Hampshire","","Link's Children's Centre","Children's centre","Children's Centres","Open","","10-03-2006","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Linnet Close","","Wecock Farm","Cowplain","Hampshire","PO8 9UY","http://www.actionforchildren.org.uk/our-services/links-childrens-centre","02392-240077","","Jo","Alesbury","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Havant","Hart Plain","Meon Valley","Urban city and town","X999999",468093,111802,"","Havant 019","Havant 019C","","","","","","South-East England and South London","","100062456268","","E02006830","E01022934"
21804,"850","Hampshire","","Little Coppice Children's Centre","Children's centre","Children's Centres","Open","","13-03-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Botley Road","Fair Oak","","Eastleigh","Hampshire","SO50 7AN","","02380-602799","","Sarah","Gibbs","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Eastleigh","Fair Oak and Horton Heath","Eastleigh","Urban city and town","X999999",449524,118094,"","Eastleigh 008","Eastleigh 008F","","","","","","South-East England and South London","","10009590107","","E02004719","E01022686"
21821,"850","Hampshire","","Little Oaks and Sunshine Children's Centre","Children's centre","Children's Centres","Open","","20-03-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Romsey Primary School Site","Mercer Way","Romsey","Test Valley","Hampshire","SO51 7PH","http://www.actionforchildren.org.uk/our-services/little-oaks-and-sunshine-childrens-centre","01264-336718","","Tina","Monaghan","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Cupernham","Romsey and Southampton North","Urban city and town","X999999",436198,121824,"","Test Valley 010","Test Valley 010C","","","","","","South-East England and South London","","100062537163","","E02004823","E01023176"
21831,"850","Hampshire","","Little Waves Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","St Vincents College Campus","Mill Lane","","Gosport","Hampshire","PO12 4QA","","02392-523075","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Gosport","Leesland","Gosport","Urban city and town","X999999",460985,100464,"","Gosport 008","Gosport 008C","","","","","","South-East England and South London","","37019233","","E02004748","E01022833"
21880,"850","Hampshire","","The Courtyard Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Lychpit Community Centre","Off Great Binfields Road","Lychpit","Basingstoke","Hampshire","RG24 8TF","","","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Basing","Basingstoke","Urban city and town","X999999",465821,153456,"","Basingstoke and Deane 008","Basingstoke and Deane 008B","","","","","","South-East England and South London","","10002179797","","E02004682","E01022471"
21920,"850","Hampshire","","Maple Vue Children's Centre","Children's centre","Children's Centres","Open","","27-03-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Belle Vue Infant School","Belle Vue Road","Aldershot","Rushmoor","Hampshire","GU12 4RZ","http://www.actionforchildren.org.uk/our-services/maple-vue-childrens-centre","01252-519920","","Liz","Morley-Smith","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Rushmoor","North Town","Aldershot","Urban city and town","X999999",487780,150613,"","Rushmoor 009","Rushmoor 009F","","","","","","South-East England and South London","","200003206108","","E02004810","E01032858"
21963,"850","Hampshire","","Wisteria Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","Bridewell Building","The Bury","Odiham, Hook","Odiham","Hampshire","RG29 1NB","","01252-810904","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Hart","Odiham","North East Hampshire","Rural town and fringe","X999999",474068,150946,"","Hart 011","Hart 011B","","","","","","South-East England and South London","","100062466063","","E02004761","E01022888"
